LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	No
X_Columns	No
Time_Pref	Absolute
Operator	mechlab
Description	Data file
Date	2024/03/08
Time	10:00:18.868000030517578125
***End_of_Header***	
	
Channels	9									
Samples	1	1	1	1	1	1	1	1	1	
Date	2024/03/08	2024/03/08	2024/03/08	2024/03/08	2024/03/08	2024/03/08	2024/03/08	2024/03/08	2024/03/08	
Time	10:00:18.868000030517578125	10:00:18.8909997940063476562	10:00:18.9120001792907714844	10:00:18.9330000877380371094	10:00:18.9539999961853027344	10:00:18.9739999771118164063	10:00:18.9939999580383300782	10:00:19.0149998664855957031	10:00:18.9330000877380371094	
X_Dimension	Time	Time	Time	Time	Time	Time	Time	Time	Time	
X0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	
Delta_X	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	
***End_of_Header***										
X_Value	Untitled	Untitled 1	Untitled 2	Untitled 3	Untitled 4	Untitled 5	Untitled 6	Untitled 7	Untitled 8	Comment
	0.000000	-7.726953	-25.585699	88.127835	-5.320960E-6	-3.316496E-5	-1.559492E-6	-2.809599E-6	-0.149265
	0.313000	13.661059	-25.608268	88.145719	-4.752692E-6	-3.246272E-5	-1.925009E-6	-3.002111E-6	-0.131381
	1.313000	-16.904744	-25.617996	88.075055	-4.991963E-6	-3.247221E-5	-1.742251E-6	-3.271628E-6	-0.202045
	2.313000	19.913765	-25.630435	88.016746	-5.570199E-6	-3.289925E-5	-1.529033E-6	-3.040614E-6	-0.260354
	3.313000	13.661059	-25.651407	87.987976	-4.981991E-6	-3.310802E-5	-1.315816E-6	-3.319756E-6	-0.289124
	4.313000	4.912638	-25.669052	87.982761	-4.692874E-6	-3.344965E-5	-1.945315E-6	-3.117618E-6	-0.294339
	5.313000	-13.979659	-25.697660	87.988116	-5.041811E-6	-3.331680E-5	-1.295509E-6	-2.482328E-6	-0.288984
	6.313000	-18.756404	-25.693379	88.009536	-5.281082E-6	-3.306057E-5	-1.518880E-6	-3.550770E-6	-0.267564
	7.313000	-21.466804	-25.714513	88.015801	-4.882297E-6	-3.342119E-5	-1.762558E-6	-3.204249E-6	-0.261299
	8.313000	4.268582	-25.713211	88.026091	-4.902235E-6	-3.316496E-5	-1.701638E-6	-2.694092E-6	-0.251009
	9.313000	-17.199936	-25.736317	88.028366	-4.922176E-6	-3.294670E-5	-1.102598E-6	-3.059865E-6	-0.248734
	10.313000	-33.247654	-25.750031	88.012476	-5.370808E-6	-3.316496E-5	-1.985928E-6	-2.761471E-6	-0.264624
	11.313000	-6.492513	-25.770507	88.016851	-5.081690E-6	-3.308904E-5	-2.097614E-6	-3.040614E-6	-0.260249
	12.313000	-17.387786	-25.804052	88.012196	-5.221263E-6	-3.308904E-5	-1.721945E-6	-3.512267E-6	-0.264904
	13.313000	-28.980786	-25.824555	88.013281	-5.091661E-6	-3.372486E-5	-1.925009E-6	-3.127244E-6	-0.263819
	14.313000	-51.630073	-25.831962	88.013736	-5.769589E-6	-3.341169E-5	-2.077306E-6	-3.473766E-6	-0.263364
	15.313000	-55.172378	-25.851794	88.012511	-4.643025E-6	-3.342118E-5	-1.732098E-6	-2.982860E-6	-0.264589
	16.313000	-66.094487	-25.860758	88.011041	-4.912208E-6	-3.316496E-5	-1.721945E-6	-3.271628E-6	-0.266059
	17.313000	-53.696418	-25.875142	88.012581	-4.652997E-6	-3.295619E-5	-1.630566E-6	-3.088741E-6	-0.264519
	18.313000	-69.931985	-25.896316	88.012021	-5.310991E-6	-3.293721E-5	-2.148380E-6	-3.156121E-6	-0.265079
	19.313000	-76.694568	-25.910472	88.013351	-5.470504E-6	-3.276639E-5	-1.843784E-6	-3.098367E-6	-0.263749
	20.313000	-62.552182	-25.939952	88.006141	-5.211292E-6	-3.317445E-5	-1.711791E-6	-3.079116E-6	-0.270959
	21.313000	-49.322207	-25.965406	88.013421	-5.739682E-6	-3.237731E-5	-1.935162E-6	-3.724031E-6	-0.263679
	22.313000	-69.851478	-25.974611	87.997496	-5.819440E-6	-3.289925E-5	-2.260065E-6	-3.156121E-6	-0.279604
	23.313000	-77.875337	-25.994845	87.982096	-5.600109E-6	-3.302262E-5	-2.270218E-6	-3.252376E-6	-0.295004
	24.313000	-87.482499	-25.993061	87.975726	-5.241201E-6	-3.296567E-5	-2.402209E-6	-4.060926E-6	-0.301374
