LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	No
X_Columns	No
Time_Pref	Absolute
Operator	mechlab
Description	Data file
Date	2024/03/08
Time	09:32:33.2560000419616699219
***End_of_Header***	
	
Channels	9									
Samples	1	1	1	1	1	1	1	1	1	
Date	2024/03/08	2024/03/08	2024/03/08	2024/03/08	2024/03/08	2024/03/08	2024/03/08	2024/03/08	2024/03/08	
Time	09:32:33.2560000419616699219	09:32:33.2859997749328613281	09:32:33.3049998283386230469	09:32:33.3220000267028808594	09:32:33.3390002250671386719	09:32:33.3569998741149902344	09:32:33.3740000724792480469	09:32:33.3909997940063476562	09:32:33.3220000267028808594	
X_Dimension	Time	Time	Time	Time	Time	Time	Time	Time	Time	
X0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	
Delta_X	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	
***End_of_Header***										
X_Value	Untitled	Untitled 1	Untitled 2	Untitled 3	Untitled 4	Untitled 5	Untitled 6	Untitled 7	Untitled 8	Comment
	0.000000	11.460536	-24.456910	85.360834	1.255450E-7	-6.824929E-7	-6.836122E-7	-4.025330E-7	0.213134
	0.925000	9.608876	-24.461633	85.353484	4.445734E-7	2.475600E-7	-2.267195E-7	-4.506608E-7	0.205784
	1.925000	25.871279	-24.453005	85.363599	3.249361E-7	3.329745E-7	-3.485574E-7	-7.105515E-7	0.215899
	2.925000	48.279045	-24.442539	85.371229	8.333894E-7	-8.678824E-9	-1.759540E-7	-3.351543E-7	0.223529
	3.925000	34.941728	-24.479506	85.368289	4.844530E-7	-5.613084E-8	-1.759537E-7	-1.137657E-7	0.220589
	4.925000	38.725554	-24.466665	85.372524	-1.402647E-8	-3.714969E-8	-1.181116E-6	-4.410359E-7	0.224824
	5.925000	26.327485	-24.479949	85.357054	4.578831E-8	-7.511187E-8	-8.866738E-7	-5.661678E-7	0.209354
	6.925000	58.369249	-24.480459	85.380049	1.056074E-7	1.526570E-7	-2.673324E-7	-1.137654E-7	0.232349
	7.925000	45.729659	-24.492428	85.371474	6.240246E-7	-6.562103E-8	-9.171337E-7	-4.314102E-7	0.223774
	8.925000	42.482545	-24.498453	85.382324	2.584944E-8	-8.460080E-8	-4.396219E-8	-4.795376E-7	0.234624
